,Filename
2912,/vctk_data/clean_trainset_28spk_wav_16k/p230_259.wav
2913,/vctk_data/clean_trainset_28spk_wav_16k/p267_060.wav
2914,/vctk_data/clean_trainset_28spk_wav_16k/p227_048.wav
2915,/vctk_data/clean_trainset_28spk_wav_16k/p250_483.wav
2916,/vctk_data/clean_trainset_28spk_wav_16k/p244_342.wav
2917,/vctk_data/clean_trainset_28spk_wav_16k/p267_406.wav
2918,/vctk_data/clean_trainset_28spk_wav_16k/p276_352.wav
2919,/vctk_data/clean_trainset_28spk_wav_16k/p286_430.wav
2920,/vctk_data/clean_trainset_28spk_wav_16k/p244_127.wav
2921,/vctk_data/clean_trainset_28spk_wav_16k/p244_396.wav
2922,/vctk_data/clean_trainset_28spk_wav_16k/p287_162.wav
2923,/vctk_data/clean_trainset_28spk_wav_16k/p287_351.wav
2924,/vctk_data/clean_trainset_28spk_wav_16k/p287_222.wav
2925,/vctk_data/clean_trainset_28spk_wav_16k/p267_254.wav
2926,/vctk_data/clean_trainset_28spk_wav_16k/p270_306.wav
2927,/vctk_data/clean_trainset_28spk_wav_16k/p267_349.wav
2928,/vctk_data/clean_trainset_28spk_wav_16k/p286_179.wav
2929,/vctk_data/clean_trainset_28spk_wav_16k/p228_250.wav
2930,/vctk_data/clean_trainset_28spk_wav_16k/p231_349.wav
2931,/vctk_data/clean_trainset_28spk_wav_16k/p282_270.wav
2932,/vctk_data/clean_trainset_28spk_wav_16k/p267_259.wav
2933,/vctk_data/clean_trainset_28spk_wav_16k/p243_268.wav
2934,/vctk_data/clean_trainset_28spk_wav_16k/p259_176.wav
2935,/vctk_data/clean_trainset_28spk_wav_16k/p250_457.wav
2936,/vctk_data/clean_trainset_28spk_wav_16k/p227_250.wav
2937,/vctk_data/clean_trainset_28spk_wav_16k/p227_153.wav
2938,/vctk_data/clean_trainset_28spk_wav_16k/p270_206.wav
2939,/vctk_data/clean_trainset_28spk_wav_16k/p250_072.wav
2940,/vctk_data/clean_trainset_28spk_wav_16k/p282_055.wav
2941,/vctk_data/clean_trainset_28spk_wav_16k/p239_024.wav
2942,/vctk_data/clean_trainset_28spk_wav_16k/p274_367.wav
2943,/vctk_data/clean_trainset_28spk_wav_16k/p226_188.wav
2944,/vctk_data/clean_trainset_28spk_wav_16k/p278_396.wav
2945,/vctk_data/clean_trainset_28spk_wav_16k/p270_176.wav
2946,/vctk_data/clean_trainset_28spk_wav_16k/p236_227.wav
2947,/vctk_data/clean_trainset_28spk_wav_16k/p239_387.wav
2948,/vctk_data/clean_trainset_28spk_wav_16k/p286_192.wav
2949,/vctk_data/clean_trainset_28spk_wav_16k/p227_348.wav
2950,/vctk_data/clean_trainset_28spk_wav_16k/p276_295.wav
2951,/vctk_data/clean_trainset_28spk_wav_16k/p279_099.wav
2952,/vctk_data/clean_trainset_28spk_wav_16k/p276_094.wav
2953,/vctk_data/clean_trainset_28spk_wav_16k/p277_449.wav
2954,/vctk_data/clean_trainset_28spk_wav_16k/p250_316.wav
2955,/vctk_data/clean_trainset_28spk_wav_16k/p254_167.wav
2956,/vctk_data/clean_trainset_28spk_wav_16k/p256_315.wav
2957,/vctk_data/clean_trainset_28spk_wav_16k/p250_460.wav
2958,/vctk_data/clean_trainset_28spk_wav_16k/p282_028.wav
2959,/vctk_data/clean_trainset_28spk_wav_16k/p243_121.wav
2960,/vctk_data/clean_trainset_28spk_wav_16k/p236_490.wav
2961,/vctk_data/clean_trainset_28spk_wav_16k/p274_009.wav
2962,/vctk_data/clean_trainset_28spk_wav_16k/p270_120.wav
2963,/vctk_data/clean_trainset_28spk_wav_16k/p231_231.wav
2964,/vctk_data/clean_trainset_28spk_wav_16k/p278_206.wav
2965,/vctk_data/clean_trainset_28spk_wav_16k/p230_152.wav
2966,/vctk_data/clean_trainset_28spk_wav_16k/p231_208.wav
2967,/vctk_data/clean_trainset_28spk_wav_16k/p269_318.wav
2968,/vctk_data/clean_trainset_28spk_wav_16k/p287_113.wav
2969,/vctk_data/clean_trainset_28spk_wav_16k/p277_116.wav
2970,/vctk_data/clean_trainset_28spk_wav_16k/p254_070.wav
2971,/vctk_data/clean_trainset_28spk_wav_16k/p270_011.wav
2972,/vctk_data/clean_trainset_28spk_wav_16k/p228_270.wav
2973,/vctk_data/clean_trainset_28spk_wav_16k/p239_433.wav
2974,/vctk_data/clean_trainset_28spk_wav_16k/p244_178.wav
2975,/vctk_data/clean_trainset_28spk_wav_16k/p270_161.wav
2976,/vctk_data/clean_trainset_28spk_wav_16k/p230_033.wav
2977,/vctk_data/clean_trainset_28spk_wav_16k/p279_130.wav
2978,/vctk_data/clean_trainset_28spk_wav_16k/p254_060.wav
2979,/vctk_data/clean_trainset_28spk_wav_16k/p286_255.wav
2980,/vctk_data/clean_trainset_28spk_wav_16k/p286_073.wav
2981,/vctk_data/clean_trainset_28spk_wav_16k/p278_384.wav
2982,/vctk_data/clean_trainset_28spk_wav_16k/p276_099.wav
2983,/vctk_data/clean_trainset_28spk_wav_16k/p256_297.wav
2984,/vctk_data/clean_trainset_28spk_wav_16k/p227_061.wav
2985,/vctk_data/clean_trainset_28spk_wav_16k/p286_188.wav
2986,/vctk_data/clean_trainset_28spk_wav_16k/p267_165.wav
2987,/vctk_data/clean_trainset_28spk_wav_16k/p256_158.wav
2988,/vctk_data/clean_trainset_28spk_wav_16k/p286_401.wav
2989,/vctk_data/clean_trainset_28spk_wav_16k/p267_352.wav
2990,/vctk_data/clean_trainset_28spk_wav_16k/p236_447.wav
2991,/vctk_data/clean_trainset_28spk_wav_16k/p244_129.wav
2992,/vctk_data/clean_trainset_28spk_wav_16k/p277_246.wav
2993,/vctk_data/clean_trainset_28spk_wav_16k/p279_104.wav
2994,/vctk_data/clean_trainset_28spk_wav_16k/p278_363.wav
2995,/vctk_data/clean_trainset_28spk_wav_16k/p258_068.wav
2996,/vctk_data/clean_trainset_28spk_wav_16k/p282_362.wav
2997,/vctk_data/clean_trainset_28spk_wav_16k/p274_095.wav
2998,/vctk_data/clean_trainset_28spk_wav_16k/p287_035.wav
2999,/vctk_data/clean_trainset_28spk_wav_16k/p278_344.wav
3000,/vctk_data/clean_trainset_28spk_wav_16k/p256_090.wav
3001,/vctk_data/clean_trainset_28spk_wav_16k/p231_108.wav
3002,/vctk_data/clean_trainset_28spk_wav_16k/p236_295.wav
3003,/vctk_data/clean_trainset_28spk_wav_16k/p269_369.wav
3004,/vctk_data/clean_trainset_28spk_wav_16k/p244_056.wav
3005,/vctk_data/clean_trainset_28spk_wav_16k/p282_256.wav
3006,/vctk_data/clean_trainset_28spk_wav_16k/p286_021.wav
3007,/vctk_data/clean_trainset_28spk_wav_16k/p239_464.wav
3008,/vctk_data/clean_trainset_28spk_wav_16k/p273_364.wav
3009,/vctk_data/clean_trainset_28spk_wav_16k/p270_459.wav
3010,/vctk_data/clean_trainset_28spk_wav_16k/p273_017.wav
3011,/vctk_data/clean_trainset_28spk_wav_16k/p236_040.wav
3012,/vctk_data/clean_trainset_28spk_wav_16k/p230_013.wav
3013,/vctk_data/clean_trainset_28spk_wav_16k/p239_328.wav
3014,/vctk_data/clean_trainset_28spk_wav_16k/p269_385.wav
3015,/vctk_data/clean_trainset_28spk_wav_16k/p278_340.wav
3016,/vctk_data/clean_trainset_28spk_wav_16k/p256_035.wav
3017,/vctk_data/clean_trainset_28spk_wav_16k/p273_304.wav
3018,/vctk_data/clean_trainset_28spk_wav_16k/p226_041.wav
3019,/vctk_data/clean_trainset_28spk_wav_16k/p256_247.wav
3020,/vctk_data/clean_trainset_28spk_wav_16k/p239_146.wav
3021,/vctk_data/clean_trainset_28spk_wav_16k/p226_161.wav
3022,/vctk_data/clean_trainset_28spk_wav_16k/p258_099.wav
3023,/vctk_data/clean_trainset_28spk_wav_16k/p276_163.wav
3024,/vctk_data/clean_trainset_28spk_wav_16k/p287_021.wav
3025,/vctk_data/clean_trainset_28spk_wav_16k/p231_127.wav
3026,/vctk_data/clean_trainset_28spk_wav_16k/p243_021.wav
3027,/vctk_data/clean_trainset_28spk_wav_16k/p228_187.wav
3028,/vctk_data/clean_trainset_28spk_wav_16k/p274_053.wav
3029,/vctk_data/clean_trainset_28spk_wav_16k/p230_108.wav
3030,/vctk_data/clean_trainset_28spk_wav_16k/p270_247.wav
3031,/vctk_data/clean_trainset_28spk_wav_16k/p282_071.wav
3032,/vctk_data/clean_trainset_28spk_wav_16k/p274_146.wav
3033,/vctk_data/clean_trainset_28spk_wav_16k/p258_325.wav
3034,/vctk_data/clean_trainset_28spk_wav_16k/p258_273.wav
3035,/vctk_data/clean_trainset_28spk_wav_16k/p270_136.wav
3036,/vctk_data/clean_trainset_28spk_wav_16k/p231_217.wav
3037,/vctk_data/clean_trainset_28spk_wav_16k/p278_229.wav
3038,/vctk_data/clean_trainset_28spk_wav_16k/p259_379.wav
3039,/vctk_data/clean_trainset_28spk_wav_16k/p258_271.wav
3040,/vctk_data/clean_trainset_28spk_wav_16k/p277_066.wav
3041,/vctk_data/clean_trainset_28spk_wav_16k/p259_449.wav
3042,/vctk_data/clean_trainset_28spk_wav_16k/p268_266.wav
3043,/vctk_data/clean_trainset_28spk_wav_16k/p228_006.wav
3044,/vctk_data/clean_trainset_28spk_wav_16k/p230_058.wav
3045,/vctk_data/clean_trainset_28spk_wav_16k/p243_086.wav
3046,/vctk_data/clean_trainset_28spk_wav_16k/p256_187.wav
3047,/vctk_data/clean_trainset_28spk_wav_16k/p236_246.wav
3048,/vctk_data/clean_trainset_28spk_wav_16k/p254_019.wav
3049,/vctk_data/clean_trainset_28spk_wav_16k/p239_056.wav
3050,/vctk_data/clean_trainset_28spk_wav_16k/p239_013.wav
3051,/vctk_data/clean_trainset_28spk_wav_16k/p239_425.wav
3052,/vctk_data/clean_trainset_28spk_wav_16k/p286_007.wav
3053,/vctk_data/clean_trainset_28spk_wav_16k/p270_154.wav
3054,/vctk_data/clean_trainset_28spk_wav_16k/p276_092.wav
3055,/vctk_data/clean_trainset_28spk_wav_16k/p236_287.wav
3056,/vctk_data/clean_trainset_28spk_wav_16k/p259_043.wav
3057,/vctk_data/clean_trainset_28spk_wav_16k/p270_430.wav
3058,/vctk_data/clean_trainset_28spk_wav_16k/p243_072.wav
3059,/vctk_data/clean_trainset_28spk_wav_16k/p270_174.wav
3060,/vctk_data/clean_trainset_28spk_wav_16k/p256_153.wav
3061,/vctk_data/clean_trainset_28spk_wav_16k/p226_111.wav
3062,/vctk_data/clean_trainset_28spk_wav_16k/p239_502.wav
3063,/vctk_data/clean_trainset_28spk_wav_16k/p227_208.wav
3064,/vctk_data/clean_trainset_28spk_wav_16k/p256_236.wav
3065,/vctk_data/clean_trainset_28spk_wav_16k/p233_261.wav
3066,/vctk_data/clean_trainset_28spk_wav_16k/p254_269.wav
3067,/vctk_data/clean_trainset_28spk_wav_16k/p279_087.wav
3068,/vctk_data/clean_trainset_28spk_wav_16k/p267_316.wav
3069,/vctk_data/clean_trainset_28spk_wav_16k/p268_311.wav
3070,/vctk_data/clean_trainset_28spk_wav_16k/p236_339.wav
3071,/vctk_data/clean_trainset_28spk_wav_16k/p233_260.wav
3072,/vctk_data/clean_trainset_28spk_wav_16k/p254_346.wav
3073,/vctk_data/clean_trainset_28spk_wav_16k/p274_087.wav
3074,/vctk_data/clean_trainset_28spk_wav_16k/p236_241.wav
3075,/vctk_data/clean_trainset_28spk_wav_16k/p276_005.wav
3076,/vctk_data/clean_trainset_28spk_wav_16k/p274_292.wav
3077,/vctk_data/clean_trainset_28spk_wav_16k/p227_008.wav
3078,/vctk_data/clean_trainset_28spk_wav_16k/p278_029.wav
3079,/vctk_data/clean_trainset_28spk_wav_16k/p228_203.wav
3080,/vctk_data/clean_trainset_28spk_wav_16k/p278_338.wav
3081,/vctk_data/clean_trainset_28spk_wav_16k/p239_390.wav
3082,/vctk_data/clean_trainset_28spk_wav_16k/p282_022.wav
3083,/vctk_data/clean_trainset_28spk_wav_16k/p228_311.wav
3084,/vctk_data/clean_trainset_28spk_wav_16k/p250_215.wav
3085,/vctk_data/clean_trainset_28spk_wav_16k/p259_071.wav
3086,/vctk_data/clean_trainset_28spk_wav_16k/p230_253.wav
3087,/vctk_data/clean_trainset_28spk_wav_16k/p254_238.wav
3088,/vctk_data/clean_trainset_28spk_wav_16k/p287_145.wav
3089,/vctk_data/clean_trainset_28spk_wav_16k/p239_233.wav
3090,/vctk_data/clean_trainset_28spk_wav_16k/p236_191.wav
3091,/vctk_data/clean_trainset_28spk_wav_16k/p256_318.wav
3092,/vctk_data/clean_trainset_28spk_wav_16k/p276_448.wav
3093,/vctk_data/clean_trainset_28spk_wav_16k/p286_147.wav
3094,/vctk_data/clean_trainset_28spk_wav_16k/p273_114.wav
3095,/vctk_data/clean_trainset_28spk_wav_16k/p259_215.wav
3096,/vctk_data/clean_trainset_28spk_wav_16k/p254_183.wav
3097,/vctk_data/clean_trainset_28spk_wav_16k/p230_338.wav
3098,/vctk_data/clean_trainset_28spk_wav_16k/p228_011.wav
3099,/vctk_data/clean_trainset_28spk_wav_16k/p282_137.wav
3100,/vctk_data/clean_trainset_28spk_wav_16k/p228_098.wav
3101,/vctk_data/clean_trainset_28spk_wav_16k/p231_364.wav
3102,/vctk_data/clean_trainset_28spk_wav_16k/p282_024.wav
3103,/vctk_data/clean_trainset_28spk_wav_16k/p267_173.wav
3104,/vctk_data/clean_trainset_28spk_wav_16k/p243_085.wav
3105,/vctk_data/clean_trainset_28spk_wav_16k/p258_024.wav
3106,/vctk_data/clean_trainset_28spk_wav_16k/p268_330.wav
3107,/vctk_data/clean_trainset_28spk_wav_16k/p227_162.wav
3108,/vctk_data/clean_trainset_28spk_wav_16k/p267_017.wav
3109,/vctk_data/clean_trainset_28spk_wav_16k/p244_052.wav
3110,/vctk_data/clean_trainset_28spk_wav_16k/p226_054.wav
3111,/vctk_data/clean_trainset_28spk_wav_16k/p239_352.wav
3112,/vctk_data/clean_trainset_28spk_wav_16k/p282_192.wav
3113,/vctk_data/clean_trainset_28spk_wav_16k/p256_310.wav
3114,/vctk_data/clean_trainset_28spk_wav_16k/p226_329.wav
3115,/vctk_data/clean_trainset_28spk_wav_16k/p277_143.wav
3116,/vctk_data/clean_trainset_28spk_wav_16k/p267_037.wav
3117,/vctk_data/clean_trainset_28spk_wav_16k/p286_191.wav
3118,/vctk_data/clean_trainset_28spk_wav_16k/p274_026.wav
3119,/vctk_data/clean_trainset_28spk_wav_16k/p227_266.wav
3120,/vctk_data/clean_trainset_28spk_wav_16k/p269_060.wav
3121,/vctk_data/clean_trainset_28spk_wav_16k/p256_106.wav
3122,/vctk_data/clean_trainset_28spk_wav_16k/p286_121.wav
3123,/vctk_data/clean_trainset_28spk_wav_16k/p239_500.wav
3124,/vctk_data/clean_trainset_28spk_wav_16k/p233_125.wav
3125,/vctk_data/clean_trainset_28spk_wav_16k/p236_456.wav
3126,/vctk_data/clean_trainset_28spk_wav_16k/p243_254.wav
3127,/vctk_data/clean_trainset_28spk_wav_16k/p286_089.wav
3128,/vctk_data/clean_trainset_28spk_wav_16k/p287_013.wav
3129,/vctk_data/clean_trainset_28spk_wav_16k/p287_157.wav
3130,/vctk_data/clean_trainset_28spk_wav_16k/p230_251.wav
3131,/vctk_data/clean_trainset_28spk_wav_16k/p230_313.wav
3132,/vctk_data/clean_trainset_28spk_wav_16k/p274_376.wav
3133,/vctk_data/clean_trainset_28spk_wav_16k/p286_262.wav
3134,/vctk_data/clean_trainset_28spk_wav_16k/p258_228.wav
3135,/vctk_data/clean_trainset_28spk_wav_16k/p270_445.wav
3136,/vctk_data/clean_trainset_28spk_wav_16k/p256_036.wav
3137,/vctk_data/clean_trainset_28spk_wav_16k/p273_116.wav
3138,/vctk_data/clean_trainset_28spk_wav_16k/p270_223.wav
3139,/vctk_data/clean_trainset_28spk_wav_16k/p269_123.wav
3140,/vctk_data/clean_trainset_28spk_wav_16k/p239_298.wav
3141,/vctk_data/clean_trainset_28spk_wav_16k/p243_214.wav
3142,/vctk_data/clean_trainset_28spk_wav_16k/p244_163.wav
3143,/vctk_data/clean_trainset_28spk_wav_16k/p273_250.wav
3144,/vctk_data/clean_trainset_28spk_wav_16k/p282_224.wav
3145,/vctk_data/clean_trainset_28spk_wav_16k/p231_339.wav
3146,/vctk_data/clean_trainset_28spk_wav_16k/p267_112.wav
3147,/vctk_data/clean_trainset_28spk_wav_16k/p243_034.wav
3148,/vctk_data/clean_trainset_28spk_wav_16k/p258_356.wav
3149,/vctk_data/clean_trainset_28spk_wav_16k/p254_013.wav
3150,/vctk_data/clean_trainset_28spk_wav_16k/p286_158.wav
3151,/vctk_data/clean_trainset_28spk_wav_16k/p250_039.wav
3152,/vctk_data/clean_trainset_28spk_wav_16k/p269_397.wav
3153,/vctk_data/clean_trainset_28spk_wav_16k/p236_468.wav
3154,/vctk_data/clean_trainset_28spk_wav_16k/p258_320.wav
3155,/vctk_data/clean_trainset_28spk_wav_16k/p268_303.wav
3156,/vctk_data/clean_trainset_28spk_wav_16k/p254_068.wav
3157,/vctk_data/clean_trainset_28spk_wav_16k/p250_417.wav
3158,/vctk_data/clean_trainset_28spk_wav_16k/p236_305.wav
3159,/vctk_data/clean_trainset_28spk_wav_16k/p236_050.wav
3160,/vctk_data/clean_trainset_28spk_wav_16k/p258_172.wav
3161,/vctk_data/clean_trainset_28spk_wav_16k/p239_470.wav
3162,/vctk_data/clean_trainset_28spk_wav_16k/p244_305.wav
3163,/vctk_data/clean_trainset_28spk_wav_16k/p287_297.wav
3164,/vctk_data/clean_trainset_28spk_wav_16k/p231_034.wav
3165,/vctk_data/clean_trainset_28spk_wav_16k/p228_078.wav
3166,/vctk_data/clean_trainset_28spk_wav_16k/p269_038.wav
3167,/vctk_data/clean_trainset_28spk_wav_16k/p250_455.wav
3168,/vctk_data/clean_trainset_28spk_wav_16k/p287_175.wav
3169,/vctk_data/clean_trainset_28spk_wav_16k/p227_054.wav
3170,/vctk_data/clean_trainset_28spk_wav_16k/p244_199.wav
3171,/vctk_data/clean_trainset_28spk_wav_16k/p236_265.wav
3172,/vctk_data/clean_trainset_28spk_wav_16k/p286_411.wav
3173,/vctk_data/clean_trainset_28spk_wav_16k/p228_099.wav
3174,/vctk_data/clean_trainset_28spk_wav_16k/p258_290.wav
3175,/vctk_data/clean_trainset_28spk_wav_16k/p267_103.wav
3176,/vctk_data/clean_trainset_28spk_wav_16k/p239_314.wav
3177,/vctk_data/clean_trainset_28spk_wav_16k/p270_107.wav
3178,/vctk_data/clean_trainset_28spk_wav_16k/p250_025.wav
3179,/vctk_data/clean_trainset_28spk_wav_16k/p250_146.wav
3180,/vctk_data/clean_trainset_28spk_wav_16k/p270_358.wav
3181,/vctk_data/clean_trainset_28spk_wav_16k/p282_200.wav
3182,/vctk_data/clean_trainset_28spk_wav_16k/p277_412.wav
3183,/vctk_data/clean_trainset_28spk_wav_16k/p268_383.wav
3184,/vctk_data/clean_trainset_28spk_wav_16k/p226_288.wav
3185,/vctk_data/clean_trainset_28spk_wav_16k/p226_262.wav
3186,/vctk_data/clean_trainset_28spk_wav_16k/p243_230.wav
3187,/vctk_data/clean_trainset_28spk_wav_16k/p236_245.wav
3188,/vctk_data/clean_trainset_28spk_wav_16k/p273_095.wav
3189,/vctk_data/clean_trainset_28spk_wav_16k/p274_353.wav
3190,/vctk_data/clean_trainset_28spk_wav_16k/p226_088.wav
3191,/vctk_data/clean_trainset_28spk_wav_16k/p227_354.wav
3192,/vctk_data/clean_trainset_28spk_wav_16k/p269_019.wav
3193,/vctk_data/clean_trainset_28spk_wav_16k/p256_125.wav
3194,/vctk_data/clean_trainset_28spk_wav_16k/p287_095.wav
3195,/vctk_data/clean_trainset_28spk_wav_16k/p268_208.wav
3196,/vctk_data/clean_trainset_28spk_wav_16k/p250_468.wav
3197,/vctk_data/clean_trainset_28spk_wav_16k/p282_346.wav
3198,/vctk_data/clean_trainset_28spk_wav_16k/p279_141.wav
3199,/vctk_data/clean_trainset_28spk_wav_16k/p256_028.wav
3200,/vctk_data/clean_trainset_28spk_wav_16k/p250_305.wav
3201,/vctk_data/clean_trainset_28spk_wav_16k/p268_049.wav
3202,/vctk_data/clean_trainset_28spk_wav_16k/p286_277.wav
3203,/vctk_data/clean_trainset_28spk_wav_16k/p287_402.wav
3204,/vctk_data/clean_trainset_28spk_wav_16k/p273_229.wav
3205,/vctk_data/clean_trainset_28spk_wav_16k/p274_399.wav
3206,/vctk_data/clean_trainset_28spk_wav_16k/p226_072.wav
3207,/vctk_data/clean_trainset_28spk_wav_16k/p270_259.wav
3208,/vctk_data/clean_trainset_28spk_wav_16k/p259_075.wav
3209,/vctk_data/clean_trainset_28spk_wav_16k/p279_110.wav
3210,/vctk_data/clean_trainset_28spk_wav_16k/p228_077.wav
3211,/vctk_data/clean_trainset_28spk_wav_16k/p278_135.wav
3212,/vctk_data/clean_trainset_28spk_wav_16k/p227_302.wav
3213,/vctk_data/clean_trainset_28spk_wav_16k/p269_362.wav
3214,/vctk_data/clean_trainset_28spk_wav_16k/p286_064.wav
3215,/vctk_data/clean_trainset_28spk_wav_16k/p270_197.wav
3216,/vctk_data/clean_trainset_28spk_wav_16k/p256_030.wav
3217,/vctk_data/clean_trainset_28spk_wav_16k/p269_016.wav
3218,/vctk_data/clean_trainset_28spk_wav_16k/p250_245.wav
3219,/vctk_data/clean_trainset_28spk_wav_16k/p267_030.wav
3220,/vctk_data/clean_trainset_28spk_wav_16k/p269_100.wav
3221,/vctk_data/clean_trainset_28spk_wav_16k/p286_328.wav
3222,/vctk_data/clean_trainset_28spk_wav_16k/p233_281.wav
3223,/vctk_data/clean_trainset_28spk_wav_16k/p243_371.wav
3224,/vctk_data/clean_trainset_28spk_wav_16k/p268_017.wav
3225,/vctk_data/clean_trainset_28spk_wav_16k/p259_125.wav
3226,/vctk_data/clean_trainset_28spk_wav_16k/p254_051.wav
3227,/vctk_data/clean_trainset_28spk_wav_16k/p233_354.wav
3228,/vctk_data/clean_trainset_28spk_wav_16k/p243_118.wav
3229,/vctk_data/clean_trainset_28spk_wav_16k/p233_308.wav
3230,/vctk_data/clean_trainset_28spk_wav_16k/p243_079.wav
3231,/vctk_data/clean_trainset_28spk_wav_16k/p282_305.wav
3232,/vctk_data/clean_trainset_28spk_wav_16k/p250_124.wav
3233,/vctk_data/clean_trainset_28spk_wav_16k/p236_033.wav
3234,/vctk_data/clean_trainset_28spk_wav_16k/p236_198.wav
3235,/vctk_data/clean_trainset_28spk_wav_16k/p244_264.wav
3236,/vctk_data/clean_trainset_28spk_wav_16k/p282_095.wav
3237,/vctk_data/clean_trainset_28spk_wav_16k/p233_092.wav
3238,/vctk_data/clean_trainset_28spk_wav_16k/p254_314.wav
3239,/vctk_data/clean_trainset_28spk_wav_16k/p286_002.wav
3240,/vctk_data/clean_trainset_28spk_wav_16k/p244_248.wav
3241,/vctk_data/clean_trainset_28spk_wav_16k/p228_215.wav
3242,/vctk_data/clean_trainset_28spk_wav_16k/p276_235.wav
3243,/vctk_data/clean_trainset_28spk_wav_16k/p256_177.wav
3244,/vctk_data/clean_trainset_28spk_wav_16k/p273_251.wav
3245,/vctk_data/clean_trainset_28spk_wav_16k/p236_236.wav
3246,/vctk_data/clean_trainset_28spk_wav_16k/p274_268.wav
3247,/vctk_data/clean_trainset_28spk_wav_16k/p270_326.wav
3248,/vctk_data/clean_trainset_28spk_wav_16k/p243_234.wav
3249,/vctk_data/clean_trainset_28spk_wav_16k/p258_092.wav
3250,/vctk_data/clean_trainset_28spk_wav_16k/p250_035.wav
3251,/vctk_data/clean_trainset_28spk_wav_16k/p268_171.wav
3252,/vctk_data/clean_trainset_28spk_wav_16k/p250_253.wav
3253,/vctk_data/clean_trainset_28spk_wav_16k/p258_105.wav
3254,/vctk_data/clean_trainset_28spk_wav_16k/p226_060.wav
3255,/vctk_data/clean_trainset_28spk_wav_16k/p258_394.wav
3256,/vctk_data/clean_trainset_28spk_wav_16k/p268_168.wav
3257,/vctk_data/clean_trainset_28spk_wav_16k/p256_207.wav
3258,/vctk_data/clean_trainset_28spk_wav_16k/p267_237.wav
3259,/vctk_data/clean_trainset_28spk_wav_16k/p256_082.wav
3260,/vctk_data/clean_trainset_28spk_wav_16k/p286_024.wav
3261,/vctk_data/clean_trainset_28spk_wav_16k/p239_123.wav
3262,/vctk_data/clean_trainset_28spk_wav_16k/p243_336.wav
3263,/vctk_data/clean_trainset_28spk_wav_16k/p269_018.wav
3264,/vctk_data/clean_trainset_28spk_wav_16k/p244_197.wav
3265,/vctk_data/clean_trainset_28spk_wav_16k/p254_186.wav
3266,/vctk_data/clean_trainset_28spk_wav_16k/p267_211.wav
3267,/vctk_data/clean_trainset_28spk_wav_16k/p273_187.wav
3268,/vctk_data/clean_trainset_28spk_wav_16k/p286_374.wav
3269,/vctk_data/clean_trainset_28spk_wav_16k/p254_235.wav
3270,/vctk_data/clean_trainset_28spk_wav_16k/p239_306.wav
3271,/vctk_data/clean_trainset_28spk_wav_16k/p231_031.wav
3272,/vctk_data/clean_trainset_28spk_wav_16k/p250_007.wav
3273,/vctk_data/clean_trainset_28spk_wav_16k/p282_364.wav
3274,/vctk_data/clean_trainset_28spk_wav_16k/p270_181.wav
3275,/vctk_data/clean_trainset_28spk_wav_16k/p279_057.wav
3276,/vctk_data/clean_trainset_28spk_wav_16k/p286_099.wav
3277,/vctk_data/clean_trainset_28spk_wav_16k/p231_472.wav
3278,/vctk_data/clean_trainset_28spk_wav_16k/p231_054.wav
3279,/vctk_data/clean_trainset_28spk_wav_16k/p277_241.wav
3280,/vctk_data/clean_trainset_28spk_wav_16k/p282_180.wav
3281,/vctk_data/clean_trainset_28spk_wav_16k/p277_115.wav
3282,/vctk_data/clean_trainset_28spk_wav_16k/p279_032.wav
3283,/vctk_data/clean_trainset_28spk_wav_16k/p228_290.wav
3284,/vctk_data/clean_trainset_28spk_wav_16k/p243_388.wav
3285,/vctk_data/clean_trainset_28spk_wav_16k/p244_131.wav
3286,/vctk_data/clean_trainset_28spk_wav_16k/p250_268.wav
3287,/vctk_data/clean_trainset_28spk_wav_16k/p287_357.wav
3288,/vctk_data/clean_trainset_28spk_wav_16k/p276_415.wav
3289,/vctk_data/clean_trainset_28spk_wav_16k/p244_046.wav
3290,/vctk_data/clean_trainset_28spk_wav_16k/p231_169.wav
3291,/vctk_data/clean_trainset_28spk_wav_16k/p277_282.wav
3292,/vctk_data/clean_trainset_28spk_wav_16k/p287_139.wav
3293,/vctk_data/clean_trainset_28spk_wav_16k/p273_414.wav
3294,/vctk_data/clean_trainset_28spk_wav_16k/p228_052.wav
3295,/vctk_data/clean_trainset_28spk_wav_16k/p244_134.wav
3296,/vctk_data/clean_trainset_28spk_wav_16k/p259_214.wav
3297,/vctk_data/clean_trainset_28spk_wav_16k/p286_220.wav
3298,/vctk_data/clean_trainset_28spk_wav_16k/p270_440.wav
3299,/vctk_data/clean_trainset_28spk_wav_16k/p279_036.wav
3300,/vctk_data/clean_trainset_28spk_wav_16k/p279_256.wav
3301,/vctk_data/clean_trainset_28spk_wav_16k/p243_133.wav
3302,/vctk_data/clean_trainset_28spk_wav_16k/p259_076.wav
3303,/vctk_data/clean_trainset_28spk_wav_16k/p267_024.wav
3304,/vctk_data/clean_trainset_28spk_wav_16k/p267_195.wav
3305,/vctk_data/clean_trainset_28spk_wav_16k/p276_122.wav
3306,/vctk_data/clean_trainset_28spk_wav_16k/p282_238.wav
3307,/vctk_data/clean_trainset_28spk_wav_16k/p258_212.wav
3308,/vctk_data/clean_trainset_28spk_wav_16k/p259_349.wav
3309,/vctk_data/clean_trainset_28spk_wav_16k/p230_038.wav
3310,/vctk_data/clean_trainset_28spk_wav_16k/p243_393.wav
